Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.ImageView - Menu""), 30)",,,,2023-08-17 10:37:18,2023-08-17 10:37:19,0.446s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.TextView - Site""), 30)",,,,2023-08-17 10:37:19,2023-08-17 10:37:21,1.698s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.TextView - site user""), 30)",,,,2023-08-17 10:37:21,2023-08-17 10:37:21,0.901s,PASSED
"date1 = getText(findTestObject(""Menu and other services/Automatic adjustment of Date format/android.widget.TextView - 20230814""), 30)",,,,2023-08-17 10:37:21,2023-08-17 10:37:28,6.708s,PASSED
"verifyMatch(date1, ""[0-9]{4}/[0-9]{2}/[0-9]{2}"", true, STOP_ON_FAILURE)",,,,2023-08-17 10:37:28,2023-08-17 10:37:28,0.006s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.ImageView - Menu""), 30)",,,,2023-08-17 10:37:28,2023-08-17 10:37:29,0.361s,PASSED
"tap(findTestObject(""Menu and other services/Automatic adjustment of Date format/android.widget.TextView - Site""), 30)",,,,2023-08-17 10:37:29,2023-08-17 10:37:30,1.665s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.TextView - Katalon""), 30)",,,,2023-08-17 10:37:30,2023-08-17 10:37:31,0.920s,PASSED
,,,,,,,
Test Cases/Menu and other services/Phone general tuto,,,,2023-08-17 10:37:31,2023-08-17 10:37:45,14.082s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.ImageView - Menu""), 30)",,,,2023-08-17 10:37:32,2023-08-17 10:37:38,5.261s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Help""), 30)",,,,2023-08-17 10:37:38,2023-08-17 10:37:40,2.055s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - App Intro""), 30)",,,,2023-08-17 10:37:40,2023-08-17 10:37:41,0.939s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.view.ViewGroup - Tuto""), 30)",,,,2023-08-17 10:37:41,2023-08-17 10:37:42,1.668s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Welcome to inSight""), 30)",,,,2023-08-17 10:37:42,2023-08-17 10:37:43,0.323s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Skip""), 30)",,,,2023-08-17 10:37:43,2023-08-17 10:37:43,0.356s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - next""), 30)",,,,2023-08-17 10:37:43,2023-08-17 10:37:43,0.358s,PASSED
"tap(findTestObject(""Menu and other services/Phone General Tuto/android.widget.TextView - next""), 30)",,,,2023-08-17 10:37:43,2023-08-17 10:37:44,0.398s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Add a wound""), ""Add a wound"")",,,,2023-08-17 10:37:44,2023-08-17 10:37:45,0.984s,PASSED
"tap(findTestObject(""Menu and other services/Phone General Tuto/android.widget.TextView - Skip""), 30)",,,,2023-08-17 10:37:45,2023-08-17 10:37:45,0.442s,PASSED
,,,,,,,
Test Cases/Menu and other services/Language,,,,2023-08-17 10:37:45,2023-08-17 10:38:10,24.557s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.ImageView - Menu""), 30)",,,,2023-08-17 10:37:46,2023-08-17 10:37:47,0.435s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Settings""), 30)",,,,2023-08-17 10:37:47,2023-08-17 10:37:48,1.689s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - English""), 30)",,,,2023-08-17 10:37:48,2023-08-17 10:37:50,1.697s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Deutsch""), 30)",,,,2023-08-17 10:37:50,2023-08-17 10:37:51,0.984s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.view.ViewGroup""), 30)",,,,2023-08-17 10:37:51,2023-08-17 10:37:58,7.427s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Geschlecht""), ""Geschlecht"")",,,,2023-08-17 10:37:58,2023-08-17 10:38:01,2.236s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Geburtstag""), ""Geburtstag"")",,,,2023-08-17 10:38:01,2023-08-17 10:38:01,0.392s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Alter""), ""Alter"")",,,,2023-08-17 10:38:01,2023-08-17 10:38:01,0.399s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Zustimmung""), ""Zustimmung"")",,,,2023-08-17 10:38:01,2023-08-17 10:38:02,0.386s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.ImageView - Back""), 30)",,,,2023-08-17 10:38:02,2023-08-17 10:38:02,0.430s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.ImageView - Menu (1)""), 30)",,,,2023-08-17 10:38:02,2023-08-17 10:38:03,0.872s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Seite""), ""Seite"")",,,,2023-08-17 10:38:03,2023-08-17 10:38:05,1.661s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Offene Telegesundheit""), ""Offene Telegesundheit"")",,,,2023-08-17 10:38:05,2023-08-17 10:38:05,0.387s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Hilfe""), ""Hilfe"")",,,,2023-08-17 10:38:05,2023-08-17 10:38:06,0.369s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - ber uns""), ""Über uns"")",,,,2023-08-17 10:38:06,2023-08-17 10:38:06,0.381s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Einstellungen""), ""Einstellungen"")",,,,2023-08-17 10:38:06,2023-08-17 10:38:06,0.352s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Ausloggen""), ""Ausloggen"")",,,,2023-08-17 10:38:06,2023-08-17 10:38:07,0.348s,PASSED
"tap(findTestObject(""Menu and other services/Language/android.widget.TextView - Einstellungen""), 30)",,,,2023-08-17 10:38:07,2023-08-17 10:38:07,0.459s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Deutsch (1)""), 30)",,,,2023-08-17 10:38:07,2023-08-17 10:38:09,1.727s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - English (1)""), 30)",,,,2023-08-17 10:38:09,2023-08-17 10:38:10,0.967s,PASSED
,,,,,,,
Test Cases/Menu and other services/Help,,,,2023-08-17 10:38:10,2023-08-17 10:38:33,22.843s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.ImageView - Menu""), 30)",,,,2023-08-17 10:38:11,2023-08-17 10:38:17,5.846s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Help""), 30)",,,,2023-08-17 10:38:17,2023-08-17 10:38:18,1.636s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Help Center""), 30)",,,,2023-08-17 10:38:18,2023-08-17 10:38:19,0.955s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Support""), ""Support"")",,,,2023-08-17 10:38:19,2023-08-17 10:38:20,0.821s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Critical Notifications""), ""Critical Notifications"")",,,,2023-08-17 10:38:20,2023-08-17 10:38:22,1.923s,PASSED
pressBack(),,,,2023-08-17 10:38:22,2023-08-17 10:38:23,0.817s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.TextView - Help""), 30)",,,,2023-08-17 10:38:23,2023-08-17 10:38:24,0.737s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Send device info""), 30)",,,,2023-08-17 10:38:24,2023-08-17 10:38:25,0.973s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Device hardware and software information will be sent to eKare for troubleshooting""), ""Device hardware and software information will be sent to eKare for troubleshooting"")",,,,2023-08-17 10:38:25,2023-08-17 10:38:25,0.718s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Help/android.widget.Button - CANCEL""), 30)",,,,2023-08-17 10:38:25,2023-08-17 10:38:26,0.239s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Help/android.widget.Button - PROCEED""), 30)",,,,2023-08-17 10:38:26,2023-08-17 10:38:26,0.264s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.Button - PROCEED""), 30)",,,,2023-08-17 10:38:26,2023-08-17 10:38:26,0.313s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Information sent successfully""), ""Information sent successfully"")",,,,2023-08-17 10:38:26,2023-08-17 10:38:28,2.212s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.Button - OK""), 30)",,,,2023-08-17 10:38:28,2023-08-17 10:38:29,0.315s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.ImageView - Menu""), 30)",,,,2023-08-17 10:38:29,2023-08-17 10:38:29,0.769s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.TextView - Help""), 30)",,,,2023-08-17 10:38:29,2023-08-17 10:38:31,1.666s,PASSED
"verifyElementExist(findTestObject(""Menu and other services/Help/android.widget.TextView - Send back up""), 30)",,,,2023-08-17 10:38:31,2023-08-17 10:38:32,1.145s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Send back up""), 30)",,,,2023-08-17 10:38:32,2023-08-17 10:38:33,0.473s,PASSED
