Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Support""), ""Support"")",,,,2023-08-14 15:17:29,2023-08-14 15:17:30,0.909s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Critical Notifications""), ""Critical Notifications"")",,,,2023-08-14 15:17:30,2023-08-14 15:17:31,1.907s,PASSED
pressBack(),,,,2023-08-14 15:17:31,2023-08-14 15:17:32,0.842s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.TextView - Help""), 30)",,,,2023-08-14 15:17:32,2023-08-14 15:17:33,0.757s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Send device info""), 30)",,,,2023-08-14 15:17:33,2023-08-14 15:17:34,0.880s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Device hardware and software information will be sent to eKare for troubleshooting""), ""Device hardware and software information will be sent to eKare for troubleshooting"")",,,,2023-08-14 15:17:34,2023-08-14 15:17:35,0.831s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Help/android.widget.Button - CANCEL""), 30)",,,,2023-08-14 15:17:35,2023-08-14 15:17:35,0.303s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Help/android.widget.Button - PROCEED""), 30)",,,,2023-08-14 15:17:35,2023-08-14 15:17:35,0.260s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.Button - PROCEED""), 30)",,,,2023-08-14 15:17:35,2023-08-14 15:17:36,0.352s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Information sent successfully""), ""Information sent successfully"")",,,,2023-08-14 15:17:36,2023-08-14 15:17:38,2.075s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.Button - OK""), 30)",,,,2023-08-14 15:17:38,2023-08-14 15:17:38,0.357s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.ImageView - Menu""), 30)",,,,2023-08-14 15:17:38,2023-08-14 15:17:39,0.722s,PASSED
"tap(findTestObject(""Menu and other services/Help/android.widget.TextView - Help""), 30)",,,,2023-08-14 15:17:39,2023-08-14 15:17:41,1.659s,PASSED
"verifyElementExist(findTestObject(""Menu and other services/Help/android.widget.TextView - Send back up""), 30)",,,,2023-08-14 15:17:41,2023-08-14 15:17:41,0.765s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Help/android.widget.TextView - Send back up""), 30)",,,,2023-08-14 15:17:41,2023-08-14 15:17:42,0.417s,PASSED
