Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Menu and other services/About/android.widget.TextView - 2.1""), ""2.1"")",,,,2023-07-31 12:18:48,2023-07-31 12:18:48,0.327s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/About/android.widget.ImageView - close""), 30)",,,,2023-07-31 12:18:48,2023-07-31 12:18:48,0.370s,PASSED
,,,,,,,
Test Cases/Menu and other services/Automatic adjustment of Date format,,,,2023-07-31 12:18:48,2023-07-31 12:19:00,11.340s,PASSED
"date = getText(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.TextView - 27072023""), 30, STOP_ON_FAILURE)",,,,2023-07-31 12:18:49,2023-07-31 12:18:50,0.524s,PASSED
"verifyMatch(date, ""[0-9]{2}/[0-9]{2}/[0-9]{4}"", true, STOP_ON_FAILURE)",,,,2023-07-31 12:18:50,2023-07-31 12:18:50,0.023s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.ImageView - Menu""), 30)",,,,2023-07-31 12:18:50,2023-07-31 12:18:50,0.392s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.TextView - Site""), 30)",,,,2023-07-31 12:18:50,2023-07-31 12:18:52,1.669s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.TextView - site user""), 30)",,,,2023-07-31 12:18:52,2023-07-31 12:18:53,0.940s,PASSED
"date1 = getText(findTestObject(""Menu and other services/Automatic adjustment of Date format/android.widget.TextView - 20230727""), 30)",,,,2023-07-31 12:18:53,2023-07-31 12:18:57,4.197s,PASSED
"verifyMatch(date1, ""[0-9]{4}/[0-9]{2}/[0-9]{2}"", true, STOP_ON_FAILURE)",,,,2023-07-31 12:18:57,2023-07-31 12:18:57,0.003s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.ImageView - Menu""), 30)",,,,2023-07-31 12:18:57,2023-07-31 12:18:57,0.299s,PASSED
"tap(findTestObject(""Menu and other services/Automatic adjustment of Date format/android.widget.TextView - Site""), 30)",,,,2023-07-31 12:18:57,2023-07-31 12:18:59,1.650s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Automatic adjustment of Date format/android.widget.TextView - Katalon""), 30)",,,,2023-07-31 12:18:59,2023-07-31 12:19:00,0.853s,PASSED
,,,,,,,
Test Cases/Menu and other services/Phone general tuto,,,,2023-07-31 12:19:00,2023-07-31 12:19:12,12.254s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.ImageView - Menu""), 30)",,,,2023-07-31 12:19:00,2023-07-31 12:19:05,4.752s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Help""), 30)",,,,2023-07-31 12:19:05,2023-07-31 12:19:07,1.685s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - App Intro""), 30)",,,,2023-07-31 12:19:07,2023-07-31 12:19:08,0.938s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.view.ViewGroup - Tuto""), 30)",,,,2023-07-31 12:19:08,2023-07-31 12:19:09,1.616s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Welcome to inSight""), 30)",,,,2023-07-31 12:19:09,2023-07-31 12:19:10,0.299s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Skip""), 30)",,,,2023-07-31 12:19:10,2023-07-31 12:19:10,0.297s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - next""), 30)",,,,2023-07-31 12:19:10,2023-07-31 12:19:10,0.324s,PASSED
"tap(findTestObject(""Menu and other services/Phone General Tuto/android.widget.TextView - next""), 30)",,,,2023-07-31 12:19:10,2023-07-31 12:19:10,0.327s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Phone General Tuto/android.widget.TextView - Add a wound""), ""Add a wound"")",,,,2023-07-31 12:19:10,2023-07-31 12:19:11,1.012s,PASSED
"tap(findTestObject(""Menu and other services/Phone General Tuto/android.widget.TextView - Skip""), 30)",,,,2023-07-31 12:19:11,2023-07-31 12:19:12,0.425s,PASSED
,,,,,,,
Test Cases/Menu and other services/Language,,,,2023-07-31 12:19:12,2023-07-31 12:19:33,20.645s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.ImageView - Menu""), 30)",,,,2023-07-31 12:19:13,2023-07-31 12:19:13,0.396s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Settings""), 30)",,,,2023-07-31 12:19:13,2023-07-31 12:19:15,1.693s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - English""), 30)",,,,2023-07-31 12:19:15,2023-07-31 12:19:16,1.678s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Deutsch""), 30)",,,,2023-07-31 12:19:16,2023-07-31 12:19:17,0.882s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.view.ViewGroup""), 30)",,,,2023-07-31 12:19:17,2023-07-31 12:19:22,4.973s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Geschlecht""), ""Geschlecht"")",,,,2023-07-31 12:19:22,2023-07-31 12:19:24,1.264s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Geburtstag""), ""Geburtstag"")",,,,2023-07-31 12:19:24,2023-07-31 12:19:24,0.293s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Alter""), ""Alter"")",,,,2023-07-31 12:19:24,2023-07-31 12:19:24,0.327s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Zustimmung""), ""Zustimmung"")",,,,2023-07-31 12:19:24,2023-07-31 12:19:25,0.863s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.ImageView - Back""), 30)",,,,2023-07-31 12:19:25,2023-07-31 12:19:25,0.368s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.ImageView - Menu (1)""), 30)",,,,2023-07-31 12:19:25,2023-07-31 12:19:26,0.819s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Seite""), ""Seite"")",,,,2023-07-31 12:19:26,2023-07-31 12:19:28,1.624s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Offene Telegesundheit""), ""Offene Telegesundheit"")",,,,2023-07-31 12:19:28,2023-07-31 12:19:28,0.333s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Hilfe""), ""Hilfe"")",,,,2023-07-31 12:19:28,2023-07-31 12:19:28,0.294s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - ber uns""), ""Über uns"")",,,,2023-07-31 12:19:28,2023-07-31 12:19:29,0.344s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Einstellungen""), ""Einstellungen"")",,,,2023-07-31 12:19:29,2023-07-31 12:19:29,0.341s,PASSED
"verifyElementText(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Ausloggen""), ""Ausloggen"")",,,,2023-07-31 12:19:29,2023-07-31 12:19:30,0.371s,PASSED
"tap(findTestObject(""Menu and other services/Language/android.widget.TextView - Einstellungen""), 30)",,,,2023-07-31 12:19:30,2023-07-31 12:19:30,0.399s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - Deutsch (1)""), 30)",,,,2023-07-31 12:19:30,2023-07-31 12:19:32,1.726s,PASSED
"tap(findTestObject(""Object Repository/Menu and other services/Language/android.widget.TextView - English (1)""), 30)",,,,2023-07-31 12:19:32,2023-07-31 12:19:33,0.909s,PASSED
